review,category-sentiment,category,sentiment,
"Tempatnya secara keseluruhan baik, rapi, bersih. Hanya hot shower tak tersedia",air_panas_P1-neg,air_panas_P1,neg,
"Lumayan ayem, sayang ACnya banyak yg rusak jadi kurang dingin",ac_P1-neg,ac_P1,neg,
"kamar luas bersih dan staff nya ramah,dari hotelnya cukup puas, box mill ariy nya tidak ada kata pekerja hotel mereka suda email ke pusat ariy tapi blm ada tanggapan dari ariy, tolong ariy direspon dgn cepat, jangan sampai penginap kecewa.  ",kebersihan-pos,kebersihan,pos,
"kamar luas bersih dan staff nya ramah,dari hotelnya cukup puas, box mill ariy nya tidak ada kata pekerja hotel mereka suda email ke pusat ariy tapi blm ada tanggapan dari ariy, tolong ariy direspon dgn cepat, jangan sampai penginap kecewa.  ",service-pos,service,pos,
"kamar luas bersih dan staff nya ramah,dari hotelnya cukup puas, box mill ariy nya tidak ada kata pekerja hotel mereka suda email ke pusat ariy tapi blm ada tanggapan dari ariy, tolong ariy direspon dgn cepat, jangan sampai penginap kecewa.  ",linen_P1-neg,linen_P1,neg,
sesuai picture .. bersih . tp klo mlm gaboleh duduk2 diloby . prioritas buat yg bulanan .,kebersihan-pos,kebersihan,pos,
"Hotelnya bersih, makanan enak, pelayanan ramah dan baik. Cuma ada 1 yang harus diperbaiki atap bekas bocor di kamar terlihat kotor. Dwi Bidyawati, 16-17 Desember 2017",sunrise_meal_P1-pos,sunrise_meal_P1,pos,
"Hotelnya bersih, makanan enak, pelayanan ramah dan baik. Cuma ada 1 yang harus diperbaiki atap bekas bocor di kamar terlihat kotor. Dwi Bidyawati, 16-17 Desember 2017",service-pos,service,pos,
"Hotelnya bersih, makanan enak, pelayanan ramah dan baik. Cuma ada 1 yang harus diperbaiki atap bekas bocor di kamar terlihat kotor. Dwi Bidyawati, 16-17 Desember 2017",kebersihan-neg,kebersihan,neg,
"sarapannya biasa saja , kebersihan kurang ",sunrise_meal_P1-neg,sunrise_meal_P1,neg,
"sarapannya biasa saja , kebersihan kurang ",kebersihan-neg,kebersihan,neg,
"remot tv tidak ada baterai,air panas rusak,kamar kotor,tidaka ada bath math ,berantakan . sudah follow up ke Deva airy tidak ada respon ulang",tv_P1-neg,tv_P1,neg,
"remot tv tidak ada baterai,air panas rusak,kamar kotor,tidaka ada bath math ,berantakan . sudah follow up ke Deva airy tidak ada respon ulang",air_panas_P1-neg,air_panas_P1,neg,
"remot tv tidak ada baterai,air panas rusak,kamar kotor,tidaka ada bath math ,berantakan . sudah follow up ke Deva airy tidak ada respon ulang",kebersihan-neg,kebersihan,neg,
"remot tv tidak ada baterai,air panas rusak,kamar kotor,tidaka ada bath math ,berantakan . sudah follow up ke Deva airy tidak ada respon ulang",service-neg,service,neg,
Tidak diingatkan pengembalian uang deposit pd saat check out.,service-neg,service,neg,
"Tembok kamar kotor, channel TV buruk gak bisa nonton byk semut. Tidak ada snack airy dan suasana kamar bukan Airy Style biru putih.",kebersihan-neg,kebersihan,neg,
"Tembok kamar kotor, channel TV buruk gak bisa nonton byk semut. Tidak ada snack airy dan suasana kamar bukan Airy Style biru putih.",tv_P1-neg,tv_P1,neg,
"Tembok kamar kotor, channel TV buruk gak bisa nonton byk semut. Tidak ada snack airy dan suasana kamar bukan Airy Style biru putih.",linen_P1-neg,linen_P1,neg,
"selimutnya bau, ac nya juga suka bunyi, dan saluran kamar mandinya mungkin mampet karna bau pesing",linen_P1-neg,linen_P1,neg,
"selimutnya bau, ac nya juga suka bunyi, dan saluran kamar mandinya mungkin mampet karna bau pesing",ac_P1-neg,ac_P1,neg,
"selimutnya bau, ac nya juga suka bunyi, dan saluran kamar mandinya mungkin mampet karna bau pesing",bau_P1-neg,bau_P1,neg,
suka bgt pke airy.... dihotelnya jg nyaman emg cuma sinyalnya yg susah tp playanan suka dngan harga sgtu cucp abis bsok q pake airy lg klo psan2 hotel,service-pos,service,pos,
"hotel lama cukup terawat, air panas oke, sayang wifi hanya menjangkau lobby",air_panas_P1-pos,air_panas_P1,pos,
"hotel lama cukup terawat, air panas oke, sayang wifi hanya menjangkau lobby",wifi_p1-neg,wifi_p1,neg,
"Ini sdh ke 7 kalinya nginap di Airy Grand Trk Mulawarman 21, kamar luas, bersih, menu sarapan  beragam,  cuma Wifi lemot kadang hilang2 trus cover closet lepas, tolong segera di ganti/ diperbaiki, demi kenyaman tamu, ks",kebersihan-pos,kebersihan,pos,
"Ini sdh ke 7 kalinya nginap di Airy Grand Trk Mulawarman 21, kamar luas, bersih, menu sarapan  beragam,  cuma Wifi lemot kadang hilang2 trus cover closet lepas, tolong segera di ganti/ diperbaiki, demi kenyaman tamu, ks",sunrise_meal_P1-pos,sunrise_meal_P1,pos,
"Ini sdh ke 7 kalinya nginap di Airy Grand Trk Mulawarman 21, kamar luas, bersih, menu sarapan  beragam,  cuma Wifi lemot kadang hilang2 trus cover closet lepas, tolong segera di ganti/ diperbaiki, demi kenyaman tamu, ks",wifi_p1-neg,wifi_p1,neg,
"Ini sdh ke 7 kalinya nginap di Airy Grand Trk Mulawarman 21, kamar luas, bersih, menu sarapan  beragam,  cuma Wifi lemot kadang hilang2 trus cover closet lepas, tolong segera di ganti/ diperbaiki, demi kenyaman tamu, ks",linen_P1-neg,linen_P1,neg,
kondisi kamar sesuai harga. sprei perlu diganti.,linen_P1-neg,linen_P1,neg,
kamar jarang dibersihin,kebersihan-neg,kebersihan,neg,
Tidak ada air panas dan sarapan,air_panas_P1-neg,air_panas_P1,neg,
Tidak ada air panas dan sarapan,sunrise_meal_P1-neg,sunrise_meal_P1,neg,
"lumayanlah,tapi kamar mandi kurang bersih ",kebersihan-neg,kebersihan,neg,
"kurang ramah, saat datang kondisi kamar belum siap untuk digunakan karena AC bermasalah.",service-neg,service,neg,
"kurang ramah, saat datang kondisi kamar belum siap untuk digunakan karena AC bermasalah.",ac_P1-neg,ac_P1,neg,
"Masih kurang Resepsionis aja yg agak lama harus menunggu lama baru datang tidak stanby dibtempat , all best lah harga murah pasilitas oke ",service-neg,service,neg,
"pelayanannya sangat kurang.. harusnya bisa check in jam 14.00 malah check in jam 16.30 kamarnya masih belom dirapihkan.. untuk fasilitas kolam renang airnya kurang terawat...pesen 2 kamar sampe tempat dpt 1 kamar, dan yg 1 kamarnya dikasih deket pintu gerbang dan kayaknya deket sepitank.. karna bau banget.. untung cuma 1 hari..",service-neg,service,neg,
"pelayanannya sangat kurang.. harusnya bisa check in jam 14.00 malah check in jam 16.30 kamarnya masih belom dirapihkan.. untuk fasilitas kolam renang airnya kurang terawat...pesen 2 kamar sampe tempat dpt 1 kamar, dan yg 1 kamarnya dikasih deket pintu gerbang dan kayaknya deket sepitank.. karna bau banget.. untung cuma 1 hari..",bau_P1-neg,bau_P1,neg,
Tidak tersedia set-up Airy. Harus minta dulu. Kamar remang-remang. Kamar mandi sangat kotor. Shower tidak tersedia air panas. ,linen_P1-neg,linen_P1,neg,
Tidak tersedia set-up Airy. Harus minta dulu. Kamar remang-remang. Kamar mandi sangat kotor. Shower tidak tersedia air panas. ,kebersihan-neg,kebersihan,neg,
Tidak tersedia set-up Airy. Harus minta dulu. Kamar remang-remang. Kamar mandi sangat kotor. Shower tidak tersedia air panas. ,air_panas_P1-neg,air_panas_P1,neg,
"Pelayanan baik, cuma cs sering tidak ditempat. Kamar bersih. TOP",service-pos,service,pos,
"Pelayanan baik, cuma cs sering tidak ditempat. Kamar bersih. TOP",kebersihan-neg,kebersihan,neg,
baik fasilitas nya oke.  namun sprei nya kotor dan gatal. its  ok recomended tp sprei nya. tamu berganti sprei nya di cuci juga ,linen_P1-neg,linen_P1,neg,
"Kamar oke, toilet kurang bersih wc nya dan juga gordyn mandi nya",kebersihan-neg,kebersihan,neg,
"saya menginap di kamar 117, reviewnya: 1. bantal keras 2. biasanya dikasih bantal airy, tapi ini ga ada. dikasih dua bantal tambahan sih tapi ga dikasih sarung bantalnya 3. ga ada thermos untuk bikin air panas 4. shower bocor 5. remote tv tidak berfungsi 6. kenop pintu kamar mandi macet, jd ga bisa ditutup rapat 7. kamar hanya satu kali dibersihkan",linen_P1-neg,linen_P1,neg,
"saya menginap di kamar 117, reviewnya: 1. bantal keras 2. biasanya dikasih bantal airy, tapi ini ga ada. dikasih dua bantal tambahan sih tapi ga dikasih sarung bantalnya 3. ga ada thermos untuk bikin air panas 4. shower bocor 5. remote tv tidak berfungsi 6. kenop pintu kamar mandi macet, jd ga bisa ditutup rapat 7. kamar hanya satu kali dibersihkan",tv_P1-neg,tv_P1,neg,
"saya menginap di kamar 117, reviewnya: 1. bantal keras 2. biasanya dikasih bantal airy, tapi ini ga ada. dikasih dua bantal tambahan sih tapi ga dikasih sarung bantalnya 3. ga ada thermos untuk bikin air panas 4. shower bocor 5. remote tv tidak berfungsi 6. kenop pintu kamar mandi macet, jd ga bisa ditutup rapat 7. kamar hanya satu kali dibersihkan",service-neg,service,neg,
kamar rapih 'cuman air y kecil sama Ac y kurang dinggin,ac_P1-neg,ac_P1,neg,
"Kamar lumayan besar,kamar mandi sebaik’a di lengkapi blower udara,jaringan wifi nya gak connect sm sekali..",wifi_p1-neg,wifi_p1,neg,
"tv gk jelas gambarnya, suasana berisik di depan kamar. kamar mandi kurang bersih",tv_P1-neg,tv_P1,neg,
"tv gk jelas gambarnya, suasana berisik di depan kamar. kamar mandi kurang bersih",kebersihan-neg,kebersihan,neg,
"Satpamnya ramah, kamar enak, sayang gak ada gantungan bajunya. gak ada pewangi ruangan over all oke lahh",service-pos,service,pos,
"Satpamnya ramah, kamar enak, sayang gak ada gantungan bajunya. gak ada pewangi ruangan over all oke lahh",linen_P1-neg,linen_P1,neg,
"Satpamnya ramah, kamar enak, sayang gak ada gantungan bajunya. gak ada pewangi ruangan over all oke lahh",bau_P1-neg,bau_P1,neg,
"Satpamnya ramah, kamar enak, sayang gak ada gantungan bajunya. gak ada pewangi ruangan over all oke lahh",general-pos,general,pos,
Kran kamar mandi rusak dah lapor. Gak ada perbaikan,service-neg,service,neg,
"karyawannya friendly kost nya cukup dekat dg jalan raya, transportasi mudah utk pergi kemana2. tapi utk kamarnya belum bersih ada bantal guling yg bau ada di dalam lemari tidak dibersihkan.",service-pos,service,pos,
"karyawannya friendly kost nya cukup dekat dg jalan raya, transportasi mudah utk pergi kemana2. tapi utk kamarnya belum bersih ada bantal guling yg bau ada di dalam lemari tidak dibersihkan.",kebersihan-neg,kebersihan,neg,
"karyawannya friendly kost nya cukup dekat dg jalan raya, transportasi mudah utk pergi kemana2. tapi utk kamarnya belum bersih ada bantal guling yg bau ada di dalam lemari tidak dibersihkan.",linen_P1-neg,linen_P1,neg,
sudah 2 kali sebenernya nginap di mandi kurang bersih...tapi secara overall memuaskan antara harga dan.kamarnya...terima.kasih airy,kebersihan-neg,kebersihan,neg,
sudah 2 kali sebenernya nginap di mandi kurang bersih...tapi secara overall memuaskan antara harga dan.kamarnya...terima.kasih airy,general-pos,general,pos,
fasilitas tidak sesuaitidak ad air panas,air_panas_P1-neg,air_panas_P1,neg,
"view oke lah,Ac nya jg dingin, kolam renang nya lumayan,  minus tidak ada air panas, tidak ada keset, tidak ada tempat sampah, seprei  nyuci nya tidak bersih. perbaiki lg kebersihan kamar nya . Thanks Airy , Over All sesuai harga lah ya.. ",ac_P1-pos,ac_P1,pos,
"view oke lah,Ac nya jg dingin, kolam renang nya lumayan,  minus tidak ada air panas, tidak ada keset, tidak ada tempat sampah, seprei  nyuci nya tidak bersih. perbaiki lg kebersihan kamar nya . Thanks Airy , Over All sesuai harga lah ya.. ",air_panas_P1-neg,air_panas_P1,neg,
"view oke lah,Ac nya jg dingin, kolam renang nya lumayan,  minus tidak ada air panas, tidak ada keset, tidak ada tempat sampah, seprei  nyuci nya tidak bersih. perbaiki lg kebersihan kamar nya . Thanks Airy , Over All sesuai harga lah ya.. ",linen_P1-neg,linen_P1,neg,
"view oke lah,Ac nya jg dingin, kolam renang nya lumayan,  minus tidak ada air panas, tidak ada keset, tidak ada tempat sampah, seprei  nyuci nya tidak bersih. perbaiki lg kebersihan kamar nya . Thanks Airy , Over All sesuai harga lah ya.. ",kebersihan-neg,kebersihan,neg,
Saluran AC yang ke kamar mandi tolong diperbaiki masalahnya gak enak banget lagi buang air kena tetesan air dari selang pembuangan ac. ,ac_P1-neg,ac_P1,neg,
"kamar nya kotor dan sempit,handuknya tipis dan bau air mani.kamar mandi nya banjir air lama mengalir.saya langsung cek out setelah melihat kondisi kamarnya.Pokoknya gak recomended bangettttt.Nyesel juga ga sesuai sama fotonya menipu bgttt kapok deh.",kebersihan-neg,kebersihan,neg,
"kamar nya kotor dan sempit,handuknya tipis dan bau air mani.kamar mandi nya banjir air lama mengalir.saya langsung cek out setelah melihat kondisi kamarnya.Pokoknya gak recomended bangettttt.Nyesel juga ga sesuai sama fotonya menipu bgttt kapok deh.",linen_P1-neg,linen_P1,neg,
"kamar nya kotor dan sempit,handuknya tipis dan bau air mani.kamar mandi nya banjir air lama mengalir.saya langsung cek out setelah melihat kondisi kamarnya.Pokoknya gak recomended bangettttt.Nyesel juga ga sesuai sama fotonya menipu bgttt kapok deh.",general-neg,general,neg,
plyanan baik staf ny rmah smua. tpi lantai kmr mandinya trgenang.slebihnya bgus smua,service-pos,service,pos,
plyanan baik staf ny rmah smua. tpi lantai kmr mandinya trgenang.slebihnya bgus smua,kebersihan-neg,kebersihan,neg,
pegawai kurang ramah,service-neg,service,neg,
"Nyaman, baik, bersih, wifinya gak sampe kamar ",kebersihan-pos,kebersihan,pos,
"Nyaman, baik, bersih, wifinya gak sampe kamar ",wifi_p1-neg,wifi_p1,neg,
"nyaman, bersih, tv aja yang kurang bagus ga ada yg bisa ditonton dgn jelas. ac dingin.",kebersihan-pos,kebersihan,pos,
"nyaman, bersih, tv aja yang kurang bagus ga ada yg bisa ditonton dgn jelas. ac dingin.",tv_P1-neg,tv_P1,neg,
"nyaman, bersih, tv aja yang kurang bagus ga ada yg bisa ditonton dgn jelas. ac dingin.",ac_P1-pos,ac_P1,pos,
Cukup baik tp wc nya kurang nyaman,kebersihan-neg,kebersihan,neg,
Tingkatkan pelayanan di bidang kebersihan kamar. ,kebersihan-neg,kebersihan,neg,
Sandalnya gak ada...gratis WiFi katanya ternyata tidak dikasih passwordnya aneh,linen_P1-neg,linen_P1,neg,
Sandalnya gak ada...gratis WiFi katanya ternyata tidak dikasih passwordnya aneh,wifi_p1-neg,wifi_p1,neg,
"Bersih dan nyaman, tapi AC nya kurang dingin dan juga bocor. ",kebersihan-pos,kebersihan,pos,
"Bersih dan nyaman, tapi AC nya kurang dingin dan juga bocor. ",ac_P1-neg,ac_P1,neg,
Ac harus lama dulu baru dingin... Handuk 1 aja...,ac_P1-neg,ac_P1,neg,
Ac harus lama dulu baru dingin... Handuk 1 aja...,linen_P1-neg,linen_P1,neg,
"AC kurang dingin karena sudah lama, yg bagus kamar nya luas, dan airy rooms selalu ngasih snack Mungkin kebersihan nya perlu ditingkatkan untuk hotel ini",ac_P1-neg,ac_P1,neg,
"AC kurang dingin karena sudah lama, yg bagus kamar nya luas, dan airy rooms selalu ngasih snack Mungkin kebersihan nya perlu ditingkatkan untuk hotel ini",linen_P1-pos,linen_P1,pos,
"AC kurang dingin karena sudah lama, yg bagus kamar nya luas, dan airy rooms selalu ngasih snack Mungkin kebersihan nya perlu ditingkatkan untuk hotel ini",kebersihan-neg,kebersihan,neg,
"kamar mandi kotor, ",kebersihan-neg,kebersihan,neg,
Kamarnya berada di lantai 3. Dan air panasnya tidak ada,air_panas_P1-neg,air_panas_P1,neg,
"tidak bersih, kamar mandi banyak rambutnya, air nya bau.  persediaan perlengkapan mandi tidak ada, ",kebersihan-neg,kebersihan,neg,
"tidak bersih, kamar mandi banyak rambutnya, air nya bau.  persediaan perlengkapan mandi tidak ada, ",linen_P1-neg,linen_P1,neg,
"kamarnya rada kotor, banyak debu dan kotoran",kebersihan-neg,kebersihan,neg,
Air hotel bau Tdk bisa istirahat krn hotel pakai acara pernikahan Kamar terkesan kusam dan gelap Me,bau_P1-neg,bau_P1,neg,
"Kamar mandi kotor, selama menginap 3hr2 mlm cm 1 d bersihkan, kamar kotor, minta keset kamar mandi lama, cm 1x d beri air putih",kebersihan-neg,kebersihan,neg,
"Kamar mandi kotor, selama menginap 3hr2 mlm cm 1 d bersihkan, kamar kotor, minta keset kamar mandi lama, cm 1x d beri air putih",linen_P1-neg,linen_P1,neg,
kamar mandi kotor... ,kebersihan-neg,kebersihan,neg,
"Tempatnya terlalu jauh, jangkauan wiifi tidak sampai kamar, air panas di kamar mandi tidak berfungsi dengan baik.",wifi_p1-neg,wifi_p1,neg,
"Tempatnya terlalu jauh, jangkauan wiifi tidak sampai kamar, air panas di kamar mandi tidak berfungsi dengan baik.",air_panas_P1-neg,air_panas_P1,neg,
air panas susah... sedikit banget .. cuman 5 menit abis langsung.. room ok sih,air_panas_P1-neg,air_panas_P1,neg,
Sayangnya hot waternya mati. 😔,air_panas_P1-neg,air_panas_P1,neg,
"Pelayanan ramah sekali, namun gang jalan masuk terlalu kecil.. untuk kamar nya sendiri AC nya kurang dingin, banyak nyamuk..",service-pos,service,pos,
"Pelayanan ramah sekali, namun gang jalan masuk terlalu kecil.. untuk kamar nya sendiri AC nya kurang dingin, banyak nyamuk..",ac_P1-neg,ac_P1,neg,
"kesekuruhan cukup baik ya dgn harga promo yg sangat murah, tp kamarnya sempit, dan properti sudah agak usang",general-pos,general,pos,
"kesekuruhan cukup baik ya dgn harga promo yg sangat murah, tp kamarnya sempit, dan properti sudah agak usang",kebersihan-neg,kebersihan,neg,
"Kamar mandi terkesan kotor,kondisi kamar sudah tua,sarapan kurang variasi,air panas tidak ada,,kloset kotor",kebersihan-neg,kebersihan,neg,
"Kamar mandi terkesan kotor,kondisi kamar sudah tua,sarapan kurang variasi,air panas tidak ada,,kloset kotor",sunrise_meal_P1-neg,sunrise_meal_P1,neg,
"Kamar mandi terkesan kotor,kondisi kamar sudah tua,sarapan kurang variasi,air panas tidak ada,,kloset kotor",air_panas_P1-neg,air_panas_P1,neg,
"ga ada handuk , ac ga dingin , kamar kotor , semoga selanjutnya di upgrade lagi masalah kenyamananny",linen_P1-neg,linen_P1,neg,
"ga ada handuk , ac ga dingin , kamar kotor , semoga selanjutnya di upgrade lagi masalah kenyamananny",ac_P1-neg,ac_P1,neg,
"ga ada handuk , ac ga dingin , kamar kotor , semoga selanjutnya di upgrade lagi masalah kenyamananny",kebersihan-neg,kebersihan,neg,
Tempat tidurnya nyaman toilet kurang bersih,kebersihan-neg,kebersihan,neg,
"waktu menginap tidak dapat snack dan air minum, wifi pun tidak free",linen_P1-neg,linen_P1,neg,
"waktu menginap tidak dapat snack dan air minum, wifi pun tidak free",wifi_p1-neg,wifi_p1,neg,
tempatnya bersih hanya saja acnya kurang dingin,kebersihan-pos,kebersihan,pos,
tempatnya bersih hanya saja acnya kurang dingin,ac_P1-neg,ac_P1,neg,
"Ac ga dingin, jauh dr harapan dan standard airy..",ac_P1-neg,ac_P1,neg,
"wifii kurang kenceng, g dpat snack ma toileteries, g ada water heater. lainnya oke",wifi_p1-neg,wifi_p1,neg,
"wifii kurang kenceng, g dpat snack ma toileteries, g ada water heater. lainnya oke",linen_P1-neg,linen_P1,neg,
"wifii kurang kenceng, g dpat snack ma toileteries, g ada water heater. lainnya oke",air_panas_P1-neg,air_panas_P1,neg,
"wifii kurang kenceng, g dpat snack ma toileteries, g ada water heater. lainnya oke",general-pos,general,pos,
"Kamar mandinya agak kotor, makanannya jg agak mengecewakan. Sarapan pagi br jam 8 tp semua sdh habis",kebersihan-neg,kebersihan,neg,
"Kamar mandinya agak kotor, makanannya jg agak mengecewakan. Sarapan pagi br jam 8 tp semua sdh habis",sunrise_meal_P1-neg,sunrise_meal_P1,neg,
