review,category_sentiment,category,sentiment
"Pintu kamar mandi ngga bisa ditutup karena rusak, kamar keadaan kotor kaya belom disapu, sprei juga ga bersih. AC juga ga dingin. Resepsionis yang cewe kurang ramah.",ac_P1-neg,ac_P1,neg
"Pintu kamar mandi ngga bisa ditutup karena rusak, kamar keadaan kotor kaya belom disapu, sprei juga ga bersih. AC juga ga dingin. Resepsionis yang cewe kurang ramah.",service-neg,service,neg
"tdk ada shower air panas, tv tabung, kamar kotor berdebu bau rokok, kolam renang kotor, kamar mandi model jaman old",air_panas_P1-neg,air_panas_P1,neg
"tdk ada shower air panas, tv tabung, kamar kotor berdebu bau rokok, kolam renang kotor, kamar mandi model jaman old",tv_P1-neg,tv_P1,neg
"tdk ada shower air panas, tv tabung, kamar kotor berdebu bau rokok, kolam renang kotor, kamar mandi model jaman old",kebersihan-neg,kebersihan,neg
"tdk ada shower air panas, tv tabung, kamar kotor berdebu bau rokok, kolam renang kotor, kamar mandi model jaman old",bau_P1-neg,bau_P1,neg
semua nyaman . hanya lampu depan kamar mandi ada yang mati. sprei kotor,general-pos,general,pos
semua nyaman . hanya lampu depan kamar mandi ada yang mati. sprei kotor,linen_P1-neg,linen_P1,neg
"kamar dan ruang tamu cukup luas, lokasi sangat strategis hanya kebersihan yg hrs di tingkatkan lagi. ",kebersihan-neg,kebersihan,neg
standarlah nyamannya... cuma keset kaki di wc gak ada...  jadi kotor kamar,linen_P1-neg,linen_P1,neg
standarlah nyamannya... cuma keset kaki di wc gak ada...  jadi kotor kamar,kebersihan-neg,kebersihan,neg
"Harga terjangkau tempat strategis,pas dapat kamar bau asap rokok dan pintu kamar mandi rusak",bau_P1-neg,bau_P1,neg
"Kalau minta buku nikah itu di awal pas check in, bukan tengah malam",service-neg,service,neg
bagus.. hanya kurang bersih aja.. mgkn masih dlm renovasi.. shower nya rusak .. ,kebersihan-neg,kebersihan,neg
"Kesan:  Baik , akan jadi pelanggan. Perbaikan : Beberapa kamar sinyal internet kurang bagus terutama di beberapa kamar lantai 1.",wifi_P1-neg,wifi_P1,neg
Overall baik tapi kamar agak bau dan di lemari ada kecoa mati,general-pos,general,pos
Overall baik tapi kamar agak bau dan di lemari ada kecoa mati,kebersihan-neg,kebersihan,neg
Overall baik tapi kamar agak bau dan di lemari ada kecoa mati,bau_P1-neg,bau_P1,neg
"kamar nya bagus, tp tdk ada room service nya.. cuma jgn khawatir karna depan hotel banyak banget yang jual makanan ",service-neg,service,neg
"kamar bagus,bersih, wifi lancar, cuma siaran tv yg gak ada",kebersihan-pos,kebersihan,pos
"kamar bagus,bersih, wifi lancar, cuma siaran tv yg gak ada",wifi_P1-pos,wifi_P1,pos
"kamar bagus,bersih, wifi lancar, cuma siaran tv yg gak ada",tv_P1-neg,tv_P1,neg
"kamar nya bagus banget, nyaman cuman satu yg bikin kecewa dan gak suka yaitu orang yg nunggu / CS nya alias pelayan nya gak ramah sama sekali. cuman ngeliatin kaya org  judes. terus ketawa ketawa bikin tamu gak nyaman. tolong diperbaiki buat CS/ Pelayan mbak mbaknya. terimakasih",service-neg,service,neg
"bersih dan nyaman, servis bagus.... tapi internet lemot. ",kebersihan-pos,kebersihan,pos
"bersih dan nyaman, servis bagus.... tapi internet lemot. ",service-pos,service,pos
"bersih dan nyaman, servis bagus.... tapi internet lemot. ",wifi_P1-neg,wifi_P1,neg
ga sesuai dengan di foto spray lusuh  dan kotor,linen_P1-neg,linen_P1,neg
"Tulisannya dapet sarapan, ternyata gadapet. Saya dpet kamar pling pojok yg dipisah sendiri. Kotor jorok. Berdebu. ",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"Tulisannya dapet sarapan, ternyata gadapet. Saya dpet kamar pling pojok yg dipisah sendiri. Kotor jorok. Berdebu. ",kebersihan-neg,kebersihan,neg
cek in jam 10 . dapet kamar yg di bilang cadangan di lantai 4 . soal jauh nya kamar juga kondisi tv ( kecil juga tabung ) yg berbeda dengan kamar lain di bawah masih bisa di tolerir lah tapi maaf soal AC nya ga bisa di tolerir . ga bisa istrahat karena kepanasan di dalam kamar . mohon utk di perhatikan lagi perlengkapan kamar demi kenyamanan cust.,tv_P1-neg,tv_P1,neg
cek in jam 10 . dapet kamar yg di bilang cadangan di lantai 4 . soal jauh nya kamar juga kondisi tv ( kecil juga tabung ) yg berbeda dengan kamar lain di bawah masih bisa di tolerir lah tapi maaf soal AC nya ga bisa di tolerir . ga bisa istrahat karena kepanasan di dalam kamar . mohon utk di perhatikan lagi perlengkapan kamar demi kenyamanan cust.,ac_P1-neg,ac_P1,neg
"Kamar bersih, rapih, semuanya enak, parkiran enak, tempat tidur nyaman, ac dingin, air hangat lancar, tv besar tapi kekurangannya cuma di handuk dan selimut belum disediakan.",kebersihan-pos,kebersihan,pos
"Kamar bersih, rapih, semuanya enak, parkiran enak, tempat tidur nyaman, ac dingin, air hangat lancar, tv besar tapi kekurangannya cuma di handuk dan selimut belum disediakan.",ac_P1-pos,ac_P1,pos
"Kamar bersih, rapih, semuanya enak, parkiran enak, tempat tidur nyaman, ac dingin, air hangat lancar, tv besar tapi kekurangannya cuma di handuk dan selimut belum disediakan.",air_panas_P1-pos,air_panas_P1,pos
"Kamar bersih, rapih, semuanya enak, parkiran enak, tempat tidur nyaman, ac dingin, air hangat lancar, tv besar tapi kekurangannya cuma di handuk dan selimut belum disediakan.",tv_P1-pos,tv_P1,pos
"Kamar bersih, rapih, semuanya enak, parkiran enak, tempat tidur nyaman, ac dingin, air hangat lancar, tv besar tapi kekurangannya cuma di handuk dan selimut belum disediakan.",linen_P1-neg,linen_P1,neg
Air asin..kmr kotor..wc kotor..,kebersihan-neg,kebersihan,neg
"Agak kotor sekarang yah, banyak yg rusak dan tidak dibetulkan.. but overall ok lah.. air panas langsung keluar, tapi pas malam airnya panasnya gak ada. ",kebersihan-neg,kebersihan,neg
"Agak kotor sekarang yah, banyak yg rusak dan tidak dibetulkan.. but overall ok lah.. air panas langsung keluar, tapi pas malam airnya panasnya gak ada. ",general-pos,general,pos
"Agak kotor sekarang yah, banyak yg rusak dan tidak dibetulkan.. but overall ok lah.. air panas langsung keluar, tapi pas malam airnya panasnya gak ada. ",air_panas_P1-neg,air_panas_P1,neg
"pelayan kurang ramah, semua oke kamar bersih, wifi mantap, lokasi stategis over all ok",service-neg,service,neg
"pelayan kurang ramah, semua oke kamar bersih, wifi mantap, lokasi stategis over all ok",general-pos,general,pos
"pelayan kurang ramah, semua oke kamar bersih, wifi mantap, lokasi stategis over all ok",kebersihan-pos,kebersihan,pos
datang langsung ditolak karena Miss comunication antara airy dan pemilik tempat tv nya rusak hordeng ga tertutup rapet kamarnya besar banget air nya kurang panas dikit kasur nyaman banget ada meja kursi jg buat kerja ada kulkas buat nyimpen makanan & minuman,service-neg,service,neg
datang langsung ditolak karena Miss comunication antara airy dan pemilik tempat tv nya rusak hordeng ga tertutup rapet kamarnya besar banget air nya kurang panas dikit kasur nyaman banget ada meja kursi jg buat kerja ada kulkas buat nyimpen makanan & minuman,tv_P1-neg,tv_P1,neg
datang langsung ditolak karena Miss comunication antara airy dan pemilik tempat tv nya rusak hordeng ga tertutup rapet kamarnya besar banget air nya kurang panas dikit kasur nyaman banget ada meja kursi jg buat kerja ada kulkas buat nyimpen makanan & minuman,air_panas_P1-neg,air_panas_P1,neg
datang langsung ditolak karena Miss comunication antara airy dan pemilik tempat tv nya rusak hordeng ga tertutup rapet kamarnya besar banget air nya kurang panas dikit kasur nyaman banget ada meja kursi jg buat kerja ada kulkas buat nyimpen makanan & minuman,linen_P1-pos,linen_P1,pos
"tempat bagus, hanya pelayanannya lebih ditingkatkan lg. saya kesana bersama keluarga, anak2 sy senang sekali dengan kolam renangnya",service-neg,service,neg
"Overall kamar yg ini lebih ok dari kemarin. Hanya wastafel nya mampet. Dan pagi nya, air panas nya kurang panas.",general-pos,general,pos
"Overall kamar yg ini lebih ok dari kemarin. Hanya wastafel nya mampet. Dan pagi nya, air panas nya kurang panas.",air_panas_P1-neg,air_panas_P1,neg
"lumayan, yg kurang cuma chanel tv, snack, sama alat mandi nya aja. selebihnya bagus",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"lumayan, yg kurang cuma chanel tv, snack, sama alat mandi nya aja. selebihnya bagus",linen_P1-neg,linen_P1,neg
"lumayan, yg kurang cuma chanel tv, snack, sama alat mandi nya aja. selebihnya bagus",general-pos,general,pos
"Terima Kasih atas Fasilitasnya. Kamar Mandi (Air Panas) Ok. Tempat Tidur Ok. Lemari Ok. AC Ok Snack Ok. Tempat Strategis, dekat swalayan & tempat makan. Parkir Motor ada, tapi sempit. Wifi Lumayan. TV Sinyal sering kabur. Alat Sholat kurang lengkap, hanya tersedia Sajadah. Pintu Gerbang Komplek buka jam 05:00 s/d 23:00 wib.",air_panas_P1-pos,air_panas_P1,pos
"Terima Kasih atas Fasilitasnya. Kamar Mandi (Air Panas) Ok. Tempat Tidur Ok. Lemari Ok. AC Ok Snack Ok. Tempat Strategis, dekat swalayan & tempat makan. Parkir Motor ada, tapi sempit. Wifi Lumayan. TV Sinyal sering kabur. Alat Sholat kurang lengkap, hanya tersedia Sajadah. Pintu Gerbang Komplek buka jam 05:00 s/d 23:00 wib.",linen_P1-pos,linen_P1,pos
"Terima Kasih atas Fasilitasnya. Kamar Mandi (Air Panas) Ok. Tempat Tidur Ok. Lemari Ok. AC Ok Snack Ok. Tempat Strategis, dekat swalayan & tempat makan. Parkir Motor ada, tapi sempit. Wifi Lumayan. TV Sinyal sering kabur. Alat Sholat kurang lengkap, hanya tersedia Sajadah. Pintu Gerbang Komplek buka jam 05:00 s/d 23:00 wib.",wifi_P1-pos,wifi_P1,pos
"Terima Kasih atas Fasilitasnya. Kamar Mandi (Air Panas) Ok. Tempat Tidur Ok. Lemari Ok. AC Ok Snack Ok. Tempat Strategis, dekat swalayan & tempat makan. Parkir Motor ada, tapi sempit. Wifi Lumayan. TV Sinyal sering kabur. Alat Sholat kurang lengkap, hanya tersedia Sajadah. Pintu Gerbang Komplek buka jam 05:00 s/d 23:00 wib.",tv_P1-neg,tv_P1,neg
"kamarnya dicat ulang, kalau perlu didekor ulang biar kelihatan hidup, cerminny jangan cermin angker donk, gabisa ngaca 😂, AC nya dibenerin donk biar ga mati2 sendiri,  tolong serangga2 dibasmi juga, tp petugas dan staff ramah maksimal!!! lokasi hotel dket pvj banget, lokasi bagus sayang kalau tdk dimaksimalkan, trims",ac_P1-neg,ac_P1,neg
"kamarnya dicat ulang, kalau perlu didekor ulang biar kelihatan hidup, cerminny jangan cermin angker donk, gabisa ngaca 😂, AC nya dibenerin donk biar ga mati2 sendiri,  tolong serangga2 dibasmi juga, tp petugas dan staff ramah maksimal!!! lokasi hotel dket pvj banget, lokasi bagus sayang kalau tdk dimaksimalkan, trims",kebersihan-neg,kebersihan,neg
"kamarnya dicat ulang, kalau perlu didekor ulang biar kelihatan hidup, cerminny jangan cermin angker donk, gabisa ngaca 😂, AC nya dibenerin donk biar ga mati2 sendiri,  tolong serangga2 dibasmi juga, tp petugas dan staff ramah maksimal!!! lokasi hotel dket pvj banget, lokasi bagus sayang kalau tdk dimaksimalkan, trims",service-pos,service,pos
pertama masuk sprei agak bau minyak angin..mungkin dari yg baru check out...tapi segera diganti setelah diberitau..oh iya..air panasnya ga gitu fungsi...tapi tempatnya tenang dan nyaman..thanks,linen_P1-neg,linen_P1,neg
pertama masuk sprei agak bau minyak angin..mungkin dari yg baru check out...tapi segera diganti setelah diberitau..oh iya..air panasnya ga gitu fungsi...tapi tempatnya tenang dan nyaman..thanks,air_panas_P1-neg,air_panas_P1,neg
kebersihan sprei dan selimut perlu lebih diperhatikan,linen_P1-neg,linen_P1,neg
ga sesuai dengan di foto spray lusuh  dan kotor,linen_P1-neg,linen_P1,neg
kmar kotor dan sempit,kebersihan-neg,kebersihan,neg
"Ga dapat snack sma peralatan mandi, handuk yg tersedia cuma 1..",linen_P1-neg,linen_P1,neg
AC tidak dingin dan pintu kamar mandi bocor but overall nice esp.  makanannya. dekat dari tempat makan di luar hotel dan supermarket,ac_P1-neg,ac_P1,neg
AC tidak dingin dan pintu kamar mandi bocor but overall nice esp.  makanannya. dekat dari tempat makan di luar hotel dan supermarket,general-pos,general,pos
AC tidak dingin dan pintu kamar mandi bocor but overall nice esp.  makanannya. dekat dari tempat makan di luar hotel dan supermarket,sunrise_meal_P1-pos,sunrise_meal_P1,pos
"Acnya kurang dingin, wifi juga gak ada:( ",ac_P1-neg,ac_P1,neg
"Acnya kurang dingin, wifi juga gak ada:( ",wifi_P1-neg,wifi_P1,neg
"Kamar superior double nya tdk sesuai gambar, hot shower nya juga tdk ada.  Tks",air_panas_P1-neg,air_panas_P1,neg
"handuk kasih double, ac kurang dingin, semoga lebih baik lagi",linen_P1-pos,linen_P1,pos
"handuk kasih double, ac kurang dingin, semoga lebih baik lagi",ac_P1-neg,ac_P1,neg
"wc agak kotor, sampe malem brisik kena anak kecil kurang kedap suara",kebersihan-neg,kebersihan,neg
"pemilik kayak gak tau n gak kuasai aplikasi airy,kamar airynya paling ujung,nggak dikasih minum+snack gratis dr airy,shower ngga ada yg panas..lokasi strategis,kamar lumayan..mikir2 kalo mo ngulang nginap disini",service-neg,service,neg
"pemilik kayak gak tau n gak kuasai aplikasi airy,kamar airynya paling ujung,nggak dikasih minum+snack gratis dr airy,shower ngga ada yg panas..lokasi strategis,kamar lumayan..mikir2 kalo mo ngulang nginap disini",linen_P1-neg,linen_P1,neg
"pemilik kayak gak tau n gak kuasai aplikasi airy,kamar airynya paling ujung,nggak dikasih minum+snack gratis dr airy,shower ngga ada yg panas..lokasi strategis,kamar lumayan..mikir2 kalo mo ngulang nginap disini",air_panas_P1-neg,air_panas_P1,neg
"kamar bersih, layanan memuaskan tapi pas wifi error, semoga cepat diperbaiki",kebersihan-pos,kebersihan,pos
"kamar bersih, layanan memuaskan tapi pas wifi error, semoga cepat diperbaiki",service-pos,service,pos
"kamar bersih, layanan memuaskan tapi pas wifi error, semoga cepat diperbaiki",wifi_P1-neg,wifi_P1,neg
"Air asin, kamar kotor dan wc kotor.",kebersihan-neg,kebersihan,neg
"sarapannya perlu diganti ke prasmanan, wifi nya diaktifkan ,,tempatnya tenang jauh dari keramaian kota",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"sarapannya perlu diganti ke prasmanan, wifi nya diaktifkan ,,tempatnya tenang jauh dari keramaian kota",wifi_P1-neg,wifi_P1,neg
"Tv kabel tidak jelas saluran nya, perlengkapan kamar kurang, kebersihan kamar kurang",tv_P1-neg,tv_P1,neg
"Tv kabel tidak jelas saluran nya, perlengkapan kamar kurang, kebersihan kamar kurang",linen_P1-neg,linen_P1,neg
"Tv kabel tidak jelas saluran nya, perlengkapan kamar kurang, kebersihan kamar kurang",kebersihan-neg,kebersihan,neg
Pelayanan ramah.lokasi bagus.kamar mandi tidak ada air panas. kamar kurang bersih.makasih.,service-pos,service,pos
Pelayanan ramah.lokasi bagus.kamar mandi tidak ada air panas. kamar kurang bersih.makasih.,air_panas_P1-neg,air_panas_P1,neg
Pelayanan ramah.lokasi bagus.kamar mandi tidak ada air panas. kamar kurang bersih.makasih.,kebersihan-neg,kebersihan,neg
kamarnya jorok ada kecoanya trus lembab. ,kebersihan-neg,kebersihan,neg
kurang ramah,service-neg,service,neg
"Baiknya cuman dekat dengan perbelanjaan cihampelas. Kamarnya lembab, cat nya udah lapuk, agak berdebu, seprainya kurang bersih dan tanpa logo airy rooms, debit air nya kecil(kurang puas mandinya), tidak ada remote AC (jd minta petugas buat atur suhu.",kebersihan-neg,kebersihan,neg
"Baiknya cuman dekat dengan perbelanjaan cihampelas. Kamarnya lembab, cat nya udah lapuk, agak berdebu, seprainya kurang bersih dan tanpa logo airy rooms, debit air nya kecil(kurang puas mandinya), tidak ada remote AC (jd minta petugas buat atur suhu.",linen_P1-neg,linen_P1,neg
"Baiknya cuman dekat dengan perbelanjaan cihampelas. Kamarnya lembab, cat nya udah lapuk, agak berdebu, seprainya kurang bersih dan tanpa logo airy rooms, debit air nya kecil(kurang puas mandinya), tidak ada remote AC (jd minta petugas buat atur suhu.",ac_P1-neg,ac_P1,neg
Murah sih tapi kamarnya ada yg bocor dan perabotan kotor.,kebersihan-neg,kebersihan,neg
deposit terlalu besar dan kamar bau,bau_P1-neg,bau_P1,neg
"Pelayanan sangat memuaskan, perbaiki AC karena tidak bisa diatur suhunya",service-pos,service,pos
"Pelayanan sangat memuaskan, perbaiki AC karena tidak bisa diatur suhunya",ac_P1-neg,ac_P1,neg
"kamar bersih, bentuknya unik, tapi sinyal tv tidak jernih",kebersihan-pos,kebersihan,pos
"kamar bersih, bentuknya unik, tapi sinyal tv tidak jernih",tv_P1-neg,tv_P1,neg
oke lah gak bosen kok cuma kamar sumpek gak ada ventilasi atau exos,bau_P1-neg,bau_P1,neg
"pelayanan ramah, tetapi toilet pas awal masuk ada bau kurang enak. kamar kurang luas dan tidak ada hiasan dinding / motif seperti di gambar promo nya",service-pos,service,pos
"pelayanan ramah, tetapi toilet pas awal masuk ada bau kurang enak. kamar kurang luas dan tidak ada hiasan dinding / motif seperti di gambar promo nya",bau_P1-neg,bau_P1,neg
"Ac kurang dingin, handuk kecil & minuman sama cemilan ngga diperbarui😣",ac_P1-neg,ac_P1,neg
"Ac kurang dingin, handuk kecil & minuman sama cemilan ngga diperbarui😣",linen_P1-neg,linen_P1,neg
air Asin. channel TV hancur gambarnya admit berantem,tv_P1-neg,tv_P1,neg
"kondisi kamar baik hanya saja kurang bersih, terlihat debu di lantai dan furniture terutama di kotak Snack, lalu semprotan toiletnya lepas. Kamarnya juga bau rokok, namun setelah melapor pada housekeeping langsung disemprot, sayangnya ternyata di kamar mandi bau rokoknya tetap tidak hilang. Kasurnya lumayan empuk. Menu sarapan alakadarnya.",kebersihan-neg,kebersihan,neg
"kondisi kamar baik hanya saja kurang bersih, terlihat debu di lantai dan furniture terutama di kotak Snack, lalu semprotan toiletnya lepas. Kamarnya juga bau rokok, namun setelah melapor pada housekeeping langsung disemprot, sayangnya ternyata di kamar mandi bau rokoknya tetap tidak hilang. Kasurnya lumayan empuk. Menu sarapan alakadarnya.",bau_P1-neg,bau_P1,neg
"kondisi kamar baik hanya saja kurang bersih, terlihat debu di lantai dan furniture terutama di kotak Snack, lalu semprotan toiletnya lepas. Kamarnya juga bau rokok, namun setelah melapor pada housekeeping langsung disemprot, sayangnya ternyata di kamar mandi bau rokoknya tetap tidak hilang. Kasurnya lumayan empuk. Menu sarapan alakadarnya.",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"sekilas terlihat mewah tapi banya yg kurang, toilet kotor, handuk sangat kecil seperti lap kamar mandi, kamar banyak nyamuk, masa kamar mewah gk dapat selimut. payah !",kebersihan-neg,kebersihan,neg
"sekilas terlihat mewah tapi banya yg kurang, toilet kotor, handuk sangat kecil seperti lap kamar mandi, kamar banyak nyamuk, masa kamar mewah gk dapat selimut. payah !",linen_P1-neg,linen_P1,neg
untuk all overal bagus n nyaman playann juga baik. cuma sdkit mnambahi untuk sprei ada bekas noda. tp untuk hrga sgtu mantab,general-pos,general,pos
untuk all overal bagus n nyaman playann juga baik. cuma sdkit mnambahi untuk sprei ada bekas noda. tp untuk hrga sgtu mantab,service-pos,service,pos
untuk all overal bagus n nyaman playann juga baik. cuma sdkit mnambahi untuk sprei ada bekas noda. tp untuk hrga sgtu mantab,linen_P1-neg,linen_P1,neg
"ac-nya sdh tdk layak lagi,ruangan kamar kurang penerangan..selain itu sdh ckup baik",ac_P1-neg,ac_P1,neg
